Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,language
0,"S Jung, S Lee, S Jeon, H Jung",Review of Metaverse Technology,2021.0,Proceedings of the Korean …,koreascience.or.kr,https://www.koreascience.or.kr/article/CFKO202132348532239.page,,282,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,4,1.0,"Metaverse is a field that is growing explosively along with the COVID-19 pandemic. However, it can be seen from several cases that the existing concept of Mebatus is not …",,,azerbaijani
0,S Thomas,What The Flip Is The Metaverse?,2021.0,,arrow.tudublin.ie,https://arrow.tudublin.ie/tudcontrib/292/,,283,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,1,1.0,"When Tim-Berners Lee published the first ever website in 1991, it contained only text and clickable links. There was no search engine, video streaming or social media. 30 years later, …",,,english
0,Oxford Analytica,'Metaverse'concept gains traction in China,,Emerald Expert Briefings,emerald.com,https://www.emerald.com/insight/content/doi/10.1108/OXAN-DB266174/full/html,,284,2022-02-14 11:32:39,,10.1108/OXAN-DB266174,,,,,,,0,0.0,0,1,,"… and device manufacturing will spur the development of metaverse applications. Like other areas of the consumer internet in China, the metaverse will likely experience a cycle of boom …",,,azerbaijani
13,JDN Dionisio III,"WGB, & Gilbert, R.(2013). 3D virtual worlds and the metaverse: Current status and future possibilities",,ACM Computing Surveys (CSUR),,,"https://scholar.google.com/scholar?cites=11330414919176729754&as_sdt=2005&sciodt=0,5&hl=en",285,2022-02-14 11:32:39,CITATION,,,,,,,,13,0.0,13,1,,,,"https://scholar.google.com/scholar?q=related:mrRQf1a4PZ0J:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,"KH Im, BK Lee",Analysis of based blockchain Metaverse NFT e-Business Contents,2021.0,한국콘텐츠학회 ICCC 논문집,dbpia.co.kr,https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE11025266,,286,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,2,1.0,The e-Business model applied with blockchain technology is only used as coin trading. Non-Fungible Token (NFT) is a method of trading content such as works of art that is not the …,,,azerbaijani
0,"M Matsubara, M Oguchi",Operation Analysis of Distributed Metaverse Service,2010.0,IEICE Technical Report; IEICE Tech. Rep.,ieice.org,https://www.ieice.org/ken/paper/20100805g00B/eng/,,287,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,2,12.0,"… (in English) ”Metaverse”, which is expected to be spread in the … the metaverse service is constructed and evaluated. That is to say, our research work focuses on server side of Metaverse …",,,azerbaijani
0,"S Kim, BK Lee",A study on virtual reality for metaverse-based traditional culture experience,2021.0,한국콘텐츠학회 ICCC 논문집,dbpia.co.kr,https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE11025265,,288,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,2,1.0,"Learning traditional culture is not fun and difficult to learn. It is difficult to experience traditional culture due to COVID-19. In this study, the realistic metaverse technology was applied to …",,,english
0,YS Won,Analysis of Core Technologies that Implement Metaverse,2021.0,한국콘텐츠학회 ICCC 논문집,dbpia.co.kr,https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE11025408,,289,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,1,1.0,Analysis of Core Technologies that Implement Metaverse - 한국콘텐츠학회 ICCC 논문집 - 한국콘텐츠학회 : 논문 - DBpia … Analysis of Core Technologies that Implement Metaverse …,,,english
0,"M Barry Dana, H Kanematsu, Y Fukumura…",W-14 Problem Based Learning Experiences in Metaverse and the Differences between Students in the US and Japan (International Session-II),2009.0,JSEE Annual …,ci.nii.ac.jp,https://ci.nii.ac.jp/naid/110007361062/,,290,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,4,13.0,… Metaverse. A student team in the US and one from Japan independently grappled with the same project in Metaverse. … at carrying out functions in Metaverse than the Japanese students. …,,,english
0,"N VLAVIANOS, T NAGAKURA",An Architectural Metaverse that Combines Dynamic and Static 3D Data in XR: a Case Study at the Monastery of Simonos Petra,,chnt.at,,https://www.chnt.at/wp-content/uploads/Longabstract_N.Vlavianos_T.Nagakura.pdf,,291,2022-02-14 11:32:39,PDF,,,,,,,,0,0.0,0,2,,"Originally a term from science fiction, the Metaverse is a shared … The Metaverse rejects the notion that physical space—… the physical space and/or in the Metaverse. Static data is a set of …",https://www.chnt.at/wp-content/uploads/Longabstract_N.Vlavianos_T.Nagakura.pdf,"https://scholar.google.com/scholar?q=related:UMZuMazAg_gJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,"HY Hao, WH Choi",A Study on the Virtuality and Reality of Metaverse,2021.0,한국콘텐츠학회 ICCC 논문집,dbpia.co.kr,https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE11025303,,292,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,2,1.0,A Study on the Virtuality and Reality of Metaverse - 한국콘텐츠학회 ICCC 논문집 - 한국 콘텐츠학회 : 논문 - DBpia … A Study on the Virtuality and Reality of Metaverse … A Study …,,,english
0,"J Jang, K Lim",Analysis of the characteristics of the cultural space implemented on the metaverse,2021.0,한국콘텐츠학회 ICCC 논문집,dbpia.co.kr,https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE11025430,,293,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,2,1.0,Analysis of the characteristics of the cultural space implemented on the metaverse - 한국 콘텐츠학회 ICCC 논문집 - 한국콘텐츠학회 : 논문 - DBpia … Analysis of the characteristics of …,,,english
12,A Smith,Virtual Cities-Towards the Metaverse,1998.0,Virtual Cities Resource Centre,,,"https://scholar.google.com/scholar?cites=11411172401734989320&as_sdt=2005&sciodt=0,5&hl=en",294,2022-02-14 11:32:39,CITATION,,,,,,,,12,0.5,12,1,24.0,,,"https://scholar.google.com/scholar?q=related:CLYnJNegXJ4J:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,J Won,Metaverse to increase the satisfaction of non-face-to-face design practical classes,2021.0,한국디자인학회 학술발표대회 논문집,dbpia.co.kr,https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE10968124,,295,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,1,1.0,… Metaverse to increase the satisfaction of non-face-to-face design practical classes … Metaverse to increase the satisfaction of non-face-to-face design practical classes …,,,english
0,"AH Ki, T Muhammad",Digital Restoration of Afghanistan's Bamiyan Buddha using Artificial Intelligence and Its Metaverse Content Development,2021.0,한국콘텐츠학회 ICCC 논문집,dbpia.co.kr,https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE11025222,,296,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,2,1.0,Digital Restoration of Afghanistan’s Bamiyan Buddha using Artificial Intelligence and Its Metaverse Content Development - 한국콘텐츠학회 ICCC 논문집 - 한국콘텐츠학회 : 논문 …,,,english
0,YS Yoo,Korean Folk Village as a Model for Realizing Virtual Traditional Culture World in Metaverse,2021.0,한국콘텐츠학회 ICCC 논문집,dbpia.co.kr,https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE11025223,,297,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,1,1.0,Korean Folk Village as a Model for Realizing Virtual Traditional Culture World in Metaverse - 한국콘텐츠학회 ICCC 논문집 - 한국콘텐츠학회 : 논문 - DBpia … Korean Folk Village as a …,,,english
0,M Hemmati,The Metaverse: An Urban Revolution,,researchgate.net,,https://www.researchgate.net/profile/Morteza-Hemmati-2/publication/358039961_The_Metaverse_An_Urban_Revolution_Effect_of_the_Metaverse_on_the_Perceptions_of_Urban_Audience/links/61ec6df1c5e3103375b461ce/The-Metaverse-An-Urban-Revolution-Effect-of-the-Metaverse-on-the-Perceptions-of-Urban-Audience.pdf,,298,2022-02-14 11:32:39,PDF,,,,,,,,0,0.0,0,1,,"… of the Metaverse on the … the Metaverse as a medium is presented and its effects on the perceptions of the audience are explored and finally, in the final part of this article, the Metaverse …",https://www.researchgate.net/profile/Morteza-Hemmati-2/publication/358039961_The_Metaverse_An_Urban_Revolution_Effect_of_the_Metaverse_on_the_Perceptions_of_Urban_Audience/links/61ec6df1c5e3103375b461ce/The-Metaverse-An-Urban-Revolution-Effect-of-the-Metaverse-on-the-Perceptions-of-Urban-Audience.pdf,"https://scholar.google.com/scholar?q=related:mJo0CebZuQsJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,"K Changsoo, L Sang-Gun, K Mincheol",The Factors of Successful Metaverse: Community Identification in Metaverse,2010.0,한국경영과학회 학술대회논문집,dbpia.co.kr,https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE01685538,,299,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,3,12.0,"… in metaverse, which are closely related to success of metaverse, … metaverse research and practical metaverse development. … metaverse research and practical metaverse development. …",,"https://scholar.google.com/scholar?q=related:JSD98G95U-UJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,TG Kanter,The Metaverse and eXtended Reality with Distributed IoT,2021.0,IEEE Internet of Things Magazine (IoT),diva-portal.org,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1625700,,300,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,1,1.0,"The center of gravity of our private and work lives has shifted to the Internet, facilitated by technological advances such as the Internet of Things. This Internet now allows us, ideas, and …",,"https://scholar.google.com/scholar?q=related:JS4rePqlRxoJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,"S Bae, O Kwon",A Comparative Study on the Position of Virtual Human and Meta Human in Uncanny Valley for Metaverse,2021.0,한국콘텐츠학회 ICCC 논문집,dbpia.co.kr,https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE11025274,,301,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,2,1.0,A Comparative Study on the Position of Virtual Human and Meta Human in Uncanny Valley for Metaverse - 한국콘텐츠학회 ICCC 논문집 - 한국콘텐츠학회 : 논문 - DBpia … A …,,,english
0,"J Won, Y Choi, YS Kim",A Study On The Effective Education In Metaverse Platform: Case Of South Korea,2021.0,Journal of Positive Psychology and …,journalppw.com,https://journalppw.com/index.php/jppw/article/view/444,,302,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,3,1.0,"Recently, many countries are starting social distancing or lockdown measures in order to control the pandemic caused by COVID-19. At the same time, more and more attempts are …",,,english
0,Oxford Analytica,Sony's Bungie purchase may signal metaverse plan,,Emerald Expert Briefings,emerald.com,https://www.emerald.com/insight/content/doi/10.1108/OXAN-ES267060/full/html,,303,2022-02-14 11:32:39,,10.1108/OXAN-ES267060,,,,,,,0,0.0,0,1,,"… Some of them have intra-game commerce (for example, players can pay to access more advanced features of the game), but as metaverse products and services develop, inter-game …",,,english
0,AD Dharmawansa,Virtual STEM class for nuclear safety education in metaverse,2014.0,,repository.wyb.ac.lk,http://repository.wyb.ac.lk/handle/1/3101,,304,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,1,8.0,"The blend education of e-learning and hands-on activity was carried out, using Metaverse. The topic was picked up, relating to radioactivity, nuclear safety education and STEM …",,,english
0,F Schroeder,"Rotating Brains/Beating Heart: International collaborative performance with Stelarc, the virtual reality ensemble Avatar Orchestra Metaverse, Pauline Oliveros, Martin …",2010.0,Digital Resources in the Humanities and Arts (DRHA),pure.qub.ac.uk,https://pure.qub.ac.uk/en/publications/rotating-brains-beating-heart-international-collaborative-perform,,305,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,1,12.0,The work ROTATING BRAINS/BEATING HEART was specifically developed for the opening performance of the 2010 DRHA conference. The conference’s theme ‘Sensual Technologies…,,,english
0,AAM Gaffar,Metaverse in Heritage Conservation Evaluation “Using Fully Immersive Virtual Reality Techniques to Evaluate Preservation Quality”,,article.ijoaaa.org,,http://article.ijoaaa.org/pdf/10.11648.j.ijaaa.20210704.11.pdf,,306,2022-02-14 11:32:39,PDF,,,,,,,,0,0.0,0,1,,"… The Researcher suggests using the Metaverse concept in reviewing the proposals for restoration projects in the Metaverse environment, before actually carrying out the restoration …",http://article.ijoaaa.org/pdf/10.11648.j.ijaaa.20210704.11.pdf,"https://scholar.google.com/scholar?q=related:Z_hGyhr5S10J:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
1,K Kryvoviaz,Uso de aplicación móvil de realidad aumentada Metaverse para mejorar la comprensión de tiempos gramaticales del idioma inglés de los alumnos de un instituto …,2020.0,,lareferencia.info,https://www.lareferencia.info/vufind/Record/PE_bbff5e66bdedb3f081a3804ae8662909,"https://scholar.google.com/scholar?cites=4342545840466573585&as_sdt=2005&sciodt=0,5&hl=en",307,2022-02-14 11:32:39,,,,,,,,,1,0.5,1,1,2.0,El propósito principal de esta investigación es identificar si existe la mejora en la comprensión de los tiempos gramaticales del idioma inglés a través del uso del aplicativo móvil de …,,"https://scholar.google.com/scholar?q=related:ETncIW_SQzwJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",spanish
0,AA Gaafar,Metaverse In Architectural Heritage Documentation & Education,,ss-pub.org,,http://www.ss-pub.org/wp-content/uploads/2021/10/AEER2021101401.pdf,,308,2022-02-14 11:32:39,PDF,,,,,,,,0,0.0,0,1,,"… This Paper examines how to teach History of Architecture courses via Metaverse by presenting a scientific and practical framework, in a realistic attempt based on the current actual …",http://www.ss-pub.org/wp-content/uploads/2021/10/AEER2021101401.pdf,"https://scholar.google.com/scholar?q=related:-GQwBHQjThQJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",azerbaijani
0,LC Louro,METAVERSE-The Learning in the Immersive Worlds,2009.0,SLACTIONS 2009,dialnet.unirioja.es,https://dialnet.unirioja.es/descarga/libro/851957.pdf#page=142,,309,2022-02-14 11:32:39,PDF,,,,,,,,0,0.0,0,1,13.0,… Metaverse as virtual reality system findings educational possibilities from real world. The Metaverse … Is it possible to teach with the metaverse and is it desirable? The second question is …,https://dialnet.unirioja.es/descarga/libro/851957.pdf#page=142,"https://scholar.google.com/scholar?q=related:pgemClm7OusJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,R Leenes,Privacy regulation in the metaverse,2009.0,Handbook of research on socio-technical design and …,igi-global.com,https://www.igi-global.com/chapter/privacy-regulation-metaverse/21402,,310,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,1,13.0,"… In the Metaverse, players move around as Avatars. The basis of the Metaverse is ‘the Street’ … The Metaverse clearly was the inspiration for what is now known as Second Life (SL), an …",https://research.tilburguniversity.edu/files/1072976/Leenes_privacy_regulation_in_the_metaverse_090224.pdf,"https://scholar.google.com/scholar?q=related:_T9owY7zihcJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,E Ayiter,"Space, text and hoopla: constructing typographic playgrounds in the metaverse",2013.0,"International Journal of Art, Culture and Design …",igi-global.com,https://www.igi-global.com/article/space-text-and-hoopla/85520,,311,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,1,9.0,"… three dimensional virtual worlds known as the metaverse, with a particular focus upon the way … playgrounds that the author has created in the metaverse; as well as through their visual …",,"https://scholar.google.com/scholar?q=related:U-m4LQlx2-YJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,E Ayiter,groundc the enablement of creativity in a metaverse,2008.0,,research.sabanciuniv.edu,https://research.sabanciuniv.edu/9204/,,312,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,1,14.0,"… metaverse tends to occur. Indeed, most of these campuses have been built as exact replicas of their physical counterparts, thus metaverse … the metaverse is limited to this activity alone. …",http://research.sabanciuniv.edu/9204/1/ID222-groundc_the_enablement_of_creativity_in_a_metaverse.doc,"https://scholar.google.com/scholar?q=related:JyVUzQhRQV8J:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,YK Jeong,Development of the Cultural Creative Contents Industry with the Metaverse in Corona Pandemic Era,2021.0,글로벌문화연구,dbpia.co.kr,https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE10586137,,313,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,1,1.0,… Beginning and development of Metaverse … Development of Metaverse as an future destination of K-pop … Technological characteristic of Metaverse industry …,,,english
0,AAM Gaffar,Using Metaverse to Rebuild Non-reachable or Ruined Heritage Buildings,,article.ijoaaa.com,,http://article.ijoaaa.com/pdf/10.11648.j.ijaaa.20210704.13.pdf,,314,2022-02-14 11:32:39,PDF,,,,,,,,0,0.0,0,1,,Virtual 3D models are seen to be of great use in 3D Documentation of historical buildings as well as in teaching Islamic architecture history courses in Architecture Schools. Heritage …,http://article.ijoaaa.com/pdf/10.11648.j.ijaaa.20210704.13.pdf,"https://scholar.google.com/scholar?q=related:ZY8PFD97HY0J:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,S Sonvilla-Weiss,Learning to Act in the Metaverse,,Springer,,https://link.springer.com/book/10.1007/978-3-211-78539-3,,315,2022-02-14 11:32:39,,10.1007/978-3-211-78539-3,,,,,,,0,0.0,0,1,,"… Metaverse. 3D online worlds such as Second Life are often thought of as exclusively the Metaverse… part of the Metaverse. How we act, behave (or misbehave) and learn to interact in the …",,,english
0,W Barry,"Second Life, The Metaverse and just about everything else…",,waynebarry.com,,https://www.waynebarry.com/2007/11/08/second-life-the-metaverse-and-just-about-everything-else/,,316,2022-02-14 11:32:39,HTML,,,,,,,,0,0.0,0,1,,I went along to the Tuesday evening induction session for Second Life that was conducted by Fiona and Sian. This was followed up by a session on how to build objects. Despite having …,https://www.waynebarry.com/2007/11/08/second-life-the-metaverse-and-just-about-everything-else/,"https://scholar.google.com/scholar?q=related:LYwYkB6b0-EJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,D Frederick,The beauty metaverse: virtual worlds through digital innovation,2009.0,Global Cosmetic Industry,go.gale.com,https://go.gale.com/ps/i.do?id=GALE%7CA221022356&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=15239470&p=AONE&sw=w,,317,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,1,13.0,"Brand experiences have evolved, with consumers themselves helping to create new brand worlds by becoming players in the stories. This new collaborative Beauty Metaverse is ready …",,,english
0,AD Dharmawansa,Evaluation For Students' Learning Manner Using Eye Blinking System in Metaverse,2015.0,,repository.wyb.ac.lk,http://repository.wyb.ac.lk/handle/1/3098,,318,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,1,7.0,"For a virtual problem-based learning (PBL) class in Metaverse, an eye blinking system for avatars was introduced. It correlated their eye blinking behavior with an emotional response to …",,,english
0,"OAJ Huescas, MM Hernandez, JGG Lopez…","Academicas Asesorias in the Open Wonderland Metaverse, Computer Technology “as a Good Alternative for E-learning”",,conference.pixel-online.net,,https://conference.pixel-online.net/conferences/foe2013/common/download/Paper_pdf/600-ELE32-FP-Huescas-FOE2013.pdf,,319,2022-02-14 11:32:39,PDF,,,,,,,,0,0.0,0,4,,"… In this project it was verified how viable is metaverse usage as an educational platform. The test performed was about counseling in specific subjects, such as a pre-degree “Research …",https://conference.pixel-online.net/conferences/foe2013/common/download/Paper_pdf/600-ELE32-FP-Huescas-FOE2013.pdf,"https://scholar.google.com/scholar?q=related:EvSXG7b1CYgJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
1,이준복,미래세대를 위한 메타버스 (Metaverse) 의 실효성과 법적 쟁점에 관한 논의,2021.0,홍익법학,papersearch.net,https://www.papersearch.net/thesis/article.asp?key=3904304,"https://scholar.google.com/scholar?cites=12341835406773700959&as_sdt=2005&sciodt=0,5&hl=en",320,2022-02-14 11:32:39,,,,,,,,,1,1.0,1,1,1.0,"… what the metaverse is, and look into specific legal issues such as whether the metaverse is … with legal proposals so that the metaverse can be established for future generations. In …",,"https://scholar.google.com/scholar?q=related:X8kVoekBR6sJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",arabic
9,"J Smart, J Cascio, J Paffendorf",Metaverse Roadmap 2007: pathways to the 3D Web,2007.0,A Cross-industry Public Foresight Project. Retrieved …,,,"https://scholar.google.com/scholar?cites=13097696425495418806&as_sdt=2005&sciodt=0,5&hl=en",321,2022-02-14 11:32:39,CITATION,,,,,,,,9,0.6,3,3,15.0,,,"https://scholar.google.com/scholar?q=related:tteOIYFdxLUJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
9,"DM Barry, H Kanematsu, Y Fukumura, N Ogawa…",Problem based learning experiences in metaverse and the differences between students in the US and Japan,2009.0,"… Session Proceedings, 2009 …",,,"https://scholar.google.com/scholar?cites=5783919941190850536&as_sdt=2005&sciodt=0,5&hl=en",322,2022-02-14 11:32:39,CITATION,,,,,,,,9,0.69,2,5,13.0,,,"https://scholar.google.com/scholar?q=related:6Jf6v4qcRFAJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
9,S Holtz,"… phenomenon Second Life all hype, or is it relevant to businesses and therefore to professional communicators? A journey to this metaverse may hold the …",2007.0,COMMUNICATION WORLD-SAN …,INTERNATIONAL ASSOCIATION OF …,,"https://scholar.google.com/scholar?cites=3198371525112476430&as_sdt=2005&sciodt=0,5&hl=en",323,2022-02-14 11:32:39,CITATION,,,,,,,,9,0.6,9,1,15.0,,,"https://scholar.google.com/scholar?q=related:DrMN1vTlYiwJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,M Roller,Universal Adaptation of Avatar Technology and the Metaverse for Online Learning: A New Approach,2010.0,Global Learn,learntechlib.org,https://www.learntechlib.org/p/34148/,,324,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,1,12.0,"… Avatar technology and Metaverse architectures are universally accepted and deploy-able … of past efforts towards adaptation of avatar and Metaverse technologies for online learning, as …",,"https://scholar.google.com/scholar?q=related:bCDzWZDKpO4J:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,J von Abele,Further Results in the Quaternionically Discretized Metaverse,2018.0,,researchgate.net,https://www.researchgate.net/profile/Julian-Von-Abele/publication/326979625_Further_Results_in_the_Quaternionically_Discretized_Metaverse/links/5b6f3703a6fdcc87df724d0d/Further-Results-in-the-Quaternionically-Discretized-Metaverse.pdf,,325,2022-02-14 11:32:39,PDF,,,,,,,,0,0.0,0,1,4.0,"We develop further results concerning the quaternionically discretized metaverse, where quantum path-integration is extended to integration over an infinite-dimensional space whose …",https://www.researchgate.net/profile/Julian-Von-Abele/publication/326979625_Further_Results_in_the_Quaternionically_Discretized_Metaverse/links/5b6f3703a6fdcc87df724d0d/Further-Results-in-the-Quaternionically-Discretized-Metaverse.pdf,"https://scholar.google.com/scholar?q=related:4mu_Y9bQUO8J:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,K Glassett,"The Evolution of the Internet, From MUD's to Metaverse 3D Environments: Implications and Insights, an Ethnographic Research Proposal",2006.0,Society for Information Technology & Teacher …,learntechlib.org,https://www.learntechlib.org/p/22454/,,326,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,1,16.0,"… explore present day 3D Metaverse sites from a phenomenological … and the representation of self in Metaverse 3D environments. … , and whether or not Metaverse sites act as the invisible …",,"https://scholar.google.com/scholar?q=related:7hu4ck_E024J:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,J von Abele,Mathematical Foundations of the Quaternionically Discretized Metaverse,2018.0,,researchgate.net,https://www.researchgate.net/profile/Julian-Von-Abele/publication/326979455_Mathematical_Foundations_of_the_Quaternionically_Discretized_Metaverse/links/5b6f3746299bf14c6d99ee61/Mathematical-Foundations-of-the-Quaternionically-Discretized-Metaverse.pdf,,327,2022-02-14 11:32:39,PDF,,,,,,,,0,0.0,0,1,4.0,"We make progress in developing a rigorous mathematical formalism for integration over spaces of non-integer dimension, necessary to make sense of the quaternionically discretized …",https://www.researchgate.net/profile/Julian-Von-Abele/publication/326979455_Mathematical_Foundations_of_the_Quaternionically_Discretized_Metaverse/links/5b6f3746299bf14c6d99ee61/Mathematical-Foundations-of-the-Quaternionically-Discretized-Metaverse.pdf,"https://scholar.google.com/scholar?q=related:nXNaGAxrakIJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,"Y Imaoka, Y Amaki, K Yagi, C Fuller, A Madden",Metaverse Utilization in the EFL Classroom-A Study. Second Life (Register Trademark) as Part of an Institution's Curriculum,2012.0,Selected Papers Presented at …,,,,328,2022-02-14 11:32:39,CITATION,,,,,,,,0,0.0,0,5,10.0,,https://ntrs.nasa.gov/api/citations/20130008642/downloads/20130008642.pdf,,english
0,"EJ Ko, JH Jang",The Home Context Verification Module of the Metaverse Assisted Living Support System,2015.0,… of the International Conference on Modeling …,search.proquest.com,https://search.proquest.com/openview/7acb9b5057fad10711134b331dc441cf/1?pq-origsite=gscholar&cbl=1976344,,329,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,2,7.0,"As the number of the old and the handicapped to increase, it is needed to take care these closely and continuously. However, it is difficult to support those people closely because …",,"https://scholar.google.com/scholar?q=related:VhVJpFNpJykJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,E Ayiter,"SMOOTH/STRIATED, PLACE/NON-PLACE: SPACES FOR METAVERSE AVATARS",2018.0,,ionio.gr,https://ionio.gr/download.php?f=20000-20999/IU-nf-20322-61411-en.pdf#page=11,,330,2022-02-14 11:32:39,PDF,,,,,,,,0,0.0,0,1,4.0,"… Conclusion It would be foolhardy to claim that the metaverse … text cannot be applied to metaverse building in general, the … avatars actually live in the metaverse or whether they should …",https://ionio.gr/download.php?f=20000-20999/IU-nf-20322-61411-en.pdf#page=11,"https://scholar.google.com/scholar?q=related:hvcedBTFWI0J:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",danish
0,JF Barber,The Second Life Herald: The Virtual Tabloid That Witnessed the Dawn of the Metaverse,2009.0,Leonardo,muse.jhu.edu,https://muse.jhu.edu/article/259895/summary,,331,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,1,13.0,"… However, Stephenson's metaverse was the first depiction of an online space where people engaged more fully, establishing lives, businesses and presences that seemed every bit as …",,"https://scholar.google.com/scholar?q=related:xZAAFdXo8jgJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,X Tian,Scanning the Literature–From AR/VR to Metaverse,2021.0,IEEE Network,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9687532/,,332,2022-02-14 11:32:39,CITATION,,,,,,,,0,0.0,0,1,1.0,"Web technology has evolved to offer 360 immersive browsing experiences. This new technology, called WebVR, enables virtual reality by rendering a three-dimensional world on an …",https://ieeexplore.ieee.org/iel7/65/9687459/09687532.pdf,,english
0,E Ayiter,"Constructing transformations:< ground-c>, a learning strategy for the metaverse",2010.0,,research.sabanciuniv.edu,https://research.sabanciuniv.edu/16983/,,333,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,1,12.0,"… , also known as the Metaverse. Deviating from the prevalent … Thus an examination of what it is that a metaverse can … model for art education in a metaverse, specifically in relation to …",http://research.sabanciuniv.edu/16983/1/ayiter_MRRR_TEKS.pdf,"https://scholar.google.com/scholar?q=related:qnt_kgnXCNYJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
